client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
6dc760566a1b219aa5229fa1b05408649c4634e0c2e004219f90a439d6fe3355b7ac25d48a5ddf16d9e93c16edd26133001046cef1a7448b4e3d2fd68b9be647	common_voice_ur_41178117.mp3	14b24cd857f048976e39f335e985a15004551963634116de53ba482b02074dac	مقامی لوگوں کو خدشہ ہے		4	0	twenties				ur	
7702c5eb8b2a78816d541f42044c3f7cae6a0a81e400636e1d61bd2f29922c1c3fe35fd589c15e5c36a981947d83ecf21ad1d059f93f079108d13c0e35606f9e	common_voice_ur_41185782.mp3	175c0ae454a89258b89e29331a8e6c54b168459d5ce287ff431f7389f87563ff	اس کے احکام کیا ہیں۔		2	0	twenties		Punjabi		ur	
7702c5eb8b2a78816d541f42044c3f7cae6a0a81e400636e1d61bd2f29922c1c3fe35fd589c15e5c36a981947d83ecf21ad1d059f93f079108d13c0e35606f9e	common_voice_ur_41185827.mp3	18666e8b65dd628a0ac2dd0cf2f9264ba3b1d4b7de6a0efb9e5cb7fc1063effd	ہندو مذہب بھی اتنا ہی مضبوط ہے۔		2	0	twenties		Punjabi		ur	
7702c5eb8b2a78816d541f42044c3f7cae6a0a81e400636e1d61bd2f29922c1c3fe35fd589c15e5c36a981947d83ecf21ad1d059f93f079108d13c0e35606f9e	common_voice_ur_41185932.mp3	15d0afb88a31d3807131ae00e0eec56dac01189f7184136ab8a219b3649d8a76	نہال ہاشمی کی مثال بھی ہمارے سامنے ہے۔		2	0	twenties		Punjabi		ur	
7702c5eb8b2a78816d541f42044c3f7cae6a0a81e400636e1d61bd2f29922c1c3fe35fd589c15e5c36a981947d83ecf21ad1d059f93f079108d13c0e35606f9e	common_voice_ur_41185955.mp3	17eb84ff0249e92e727bad22e0bb35937f587ff28ce5641ff1798622d668744a	دپیکا پڈوکون حمل سے ہیں		2	0	twenties		Punjabi		ur	
4f0d941fd40bb40067ccca332d469a0600f40ec4b2e3dc8c60067b0fbf2955d9e8d72b9b96e3175236e1ac1dc96400d228a7a04bee30125a9764efa763b9a552	common_voice_ur_41158724.mp3	0ff2b36ee65416e3d23d39fb7bdc32896c5aba27c7d2c6266f93a3d0a10c65c3	یوٹیوب پر مذہبی مواد مونیٹائز نہیں ہونا چاہیے بلال مقصود		2	0	twenties	female_feminine			ur	
4f0d941fd40bb40067ccca332d469a0600f40ec4b2e3dc8c60067b0fbf2955d9e8d72b9b96e3175236e1ac1dc96400d228a7a04bee30125a9764efa763b9a552	common_voice_ur_41159076.mp3	11cf45daad75dc018e82d6035556887cfbb9b2e08f532efcdf227861d968a722	بچوں کیلئے اردو میں تخلیقی کہانیوں کی ویڈیوز کا طفلاٹون منصوبہ		5	0	twenties	female_feminine			ur	
4f0d941fd40bb40067ccca332d469a0600f40ec4b2e3dc8c60067b0fbf2955d9e8d72b9b96e3175236e1ac1dc96400d228a7a04bee30125a9764efa763b9a552	common_voice_ur_41159240.mp3	11b42806aac31433a3e7c0de6df23e03b73fc4619a4b68c9abc2bc6bf561a27d	تو کیا ایک بچہ چلنا بولنا اور کھانا پینا کیسے سیکھ سکتا ہے		5	0	twenties	female_feminine			ur	
4f0d941fd40bb40067ccca332d469a0600f40ec4b2e3dc8c60067b0fbf2955d9e8d72b9b96e3175236e1ac1dc96400d228a7a04bee30125a9764efa763b9a552	common_voice_ur_41160030.mp3	106ed3dca7086d7f5be4bd8b26f1c518b1a0b6ce4de714944d9d326ec278aea6	اگر تجھے کوئی کوڈ پتہ ہے تو بتا		2	0	twenties	female_feminine			ur	
4f0d941fd40bb40067ccca332d469a0600f40ec4b2e3dc8c60067b0fbf2955d9e8d72b9b96e3175236e1ac1dc96400d228a7a04bee30125a9764efa763b9a552	common_voice_ur_41160164.mp3	1224bf467677e9ec130ef14f928293713a48e623b0576c25746748e28f8bf7cc	قہر بھي اس کا ہے اللہ کے بندوں پہ شفيق		5	0	twenties	female_feminine			ur	
71c2355a109e3a479b10e04420ce5de5f24e3baa2f5abd2cbd0dce51fe8028272eed1055a1e3b686e0b08463c3008baa67c275b35b53528489c38787a291d4c9	common_voice_ur_41125976.mp3	0ae2273d5303decd2f99eedb80927359b5a9b56e58ec4d0f8b1599622a47b0cc	یقین نہیں آ رہا چلیں کوئی بات نہیں دو گلاس دودھ کے لیں		2	0	twenties				ur	
71c2355a109e3a479b10e04420ce5de5f24e3baa2f5abd2cbd0dce51fe8028272eed1055a1e3b686e0b08463c3008baa67c275b35b53528489c38787a291d4c9	common_voice_ur_41176372.mp3	1489a4d6f087afcaaaa615704f6fa1dcbabf34558a08f64c8f2393ecdd38bbee	ہم پہ تو ہندوستانی مظالم نہیں ڈھائے جا رہے۔		3	0	twenties				ur	
71c2355a109e3a479b10e04420ce5de5f24e3baa2f5abd2cbd0dce51fe8028272eed1055a1e3b686e0b08463c3008baa67c275b35b53528489c38787a291d4c9	common_voice_ur_41176908.mp3	151dca2032782375a19ea4738f02cc11a8bd68e02c0b2762f91164b04d8cf1ff	صنعتکاروں کا سی پیک روٹ پر چینی صنعتوں کے قیام پر اعتراض		2	0	twenties				ur	
71c2355a109e3a479b10e04420ce5de5f24e3baa2f5abd2cbd0dce51fe8028272eed1055a1e3b686e0b08463c3008baa67c275b35b53528489c38787a291d4c9	common_voice_ur_41177155.mp3	1493d4719b17db6a84742ac9abb71eebaed1fdd2edae7cca0771f821fd3aef65	اداکار جگدیپ کااصل نام سید اشتیاق احمد جعفری تھا		2	0	twenties				ur	
71c2355a109e3a479b10e04420ce5de5f24e3baa2f5abd2cbd0dce51fe8028272eed1055a1e3b686e0b08463c3008baa67c275b35b53528489c38787a291d4c9	common_voice_ur_41177380.mp3	053ef236c5c0208e75e53077bd9deddf6604bc23e8293fbb1664daa84a0521fe	اس کارنامے کو ہم مرتے دم تک یاد رکھیں گے		3	0	twenties				ur	
7bc98e47125f6b7088d9155e8a9a4bb85578c5b2b762bb6cf6daa88ca7d9e09ab59a97e0c20deb7ce881f6c6be39fb0992d3e993c33502a1d0587b77b1639277	common_voice_ur_41159289.mp3	0f9f5d92a4ba19b1ee6f014fc7d8bdf2b315327eb39d865df1b555ade7d36d5e	نئے امریکی اڈے کے قیام کا بھی ہے		2	0	twenties				ur	
7bc98e47125f6b7088d9155e8a9a4bb85578c5b2b762bb6cf6daa88ca7d9e09ab59a97e0c20deb7ce881f6c6be39fb0992d3e993c33502a1d0587b77b1639277	common_voice_ur_41159293.mp3	12b1adee48ef06c25c06555953d8a818a69853c960ea2e7695219b5eed00e824	ساتھ ہی وزیر اعظم کی ایک فوٹو چسپاں تھی۔		2	0	twenties				ur	
7bc98e47125f6b7088d9155e8a9a4bb85578c5b2b762bb6cf6daa88ca7d9e09ab59a97e0c20deb7ce881f6c6be39fb0992d3e993c33502a1d0587b77b1639277	common_voice_ur_41159702.mp3	1074656076f20e4573cb37ed58e39f6da764db9dc1efb2ec8aea5142885c7f97	کوئی پوچھنے والا نہیں ۔		5	3	twenties				ur	
7bc98e47125f6b7088d9155e8a9a4bb85578c5b2b762bb6cf6daa88ca7d9e09ab59a97e0c20deb7ce881f6c6be39fb0992d3e993c33502a1d0587b77b1639277	common_voice_ur_41166681.mp3	0f0ecf63951e6977cc0eecd0f57182640972b6246390cf85308761e0b454180f	قانونی اور غیر قانونی شکار کرنے والوں کے لئے سزا مقرر کریں		3	0	twenties				ur	
7bc98e47125f6b7088d9155e8a9a4bb85578c5b2b762bb6cf6daa88ca7d9e09ab59a97e0c20deb7ce881f6c6be39fb0992d3e993c33502a1d0587b77b1639277	common_voice_ur_41166910.mp3	1044637938dd7571f69794bc1d224988df979908ed5b001cb0ee08a03c44cd8d	میر ے پاس ھےـ		2	0	twenties				ur	
e263e0ba1ae638fd509b89163f455701428862fede0689d547212caf519fa33cefd2d3edd6882b3bd801659639be92c8ddfc1a453562865044a3391121adbec5	common_voice_ur_41160367.mp3	121ce796811bc7587bd5dfd2d9dc822a55d377759414a339ffc056512d0edb69	میں جانور لے کر نہیں جاؤں گا		2	0	twenties	female_feminine			ur	
e263e0ba1ae638fd509b89163f455701428862fede0689d547212caf519fa33cefd2d3edd6882b3bd801659639be92c8ddfc1a453562865044a3391121adbec5	common_voice_ur_41160496.mp3	122485edb49ee800a91fa040e6f019365a6e7e8293b118ca99b49633ebbd1d75	ان کو بُرا کہنے سے گریز کریں		5	1	twenties	female_feminine			ur	
e263e0ba1ae638fd509b89163f455701428862fede0689d547212caf519fa33cefd2d3edd6882b3bd801659639be92c8ddfc1a453562865044a3391121adbec5	common_voice_ur_41160517.mp3	128c331e3ccb3ed5f250ef3a21a8db341e6b1bac416962e9b0a1a2b274445f0f	ارجن کپور پرینیتی چوپڑا کے کیریئر کا اختتام		2	0	twenties	female_feminine			ur	
e263e0ba1ae638fd509b89163f455701428862fede0689d547212caf519fa33cefd2d3edd6882b3bd801659639be92c8ddfc1a453562865044a3391121adbec5	common_voice_ur_41160939.mp3	0fccb759adab12a0823152a9b402b0c6d6349775cf3d8780847d047210a43cc7	دوسروں کو اداکار بنانے والے خود اداکار بن گئے		2	0	twenties	female_feminine			ur	
e263e0ba1ae638fd509b89163f455701428862fede0689d547212caf519fa33cefd2d3edd6882b3bd801659639be92c8ddfc1a453562865044a3391121adbec5	common_voice_ur_41161270.mp3	132f77485fe298dac6e8eec576cc2faed532997812ef5615fafa26c84fcc2e17	دانش: قومی یا عالمگیر؟		2	0	twenties	female_feminine			ur	
807bfb6a8a2ab629b62bd7c000ea7c25c08bedca829fde2c860e3cec2171362927662065d4ad7a6b13ad0c1976fce8c1c631751768894234b7c697ccfaf9dcee	common_voice_ur_41140332.mp3	0cd70a6bbe9b36f18fe4fd06f2652363c3534822883cfab21e418b9a97ceb85b	اللہ تعالی نے ہر چیز انسان کی خاطر پیدا کی ہے		2	0	twenties				ur	
807bfb6a8a2ab629b62bd7c000ea7c25c08bedca829fde2c860e3cec2171362927662065d4ad7a6b13ad0c1976fce8c1c631751768894234b7c697ccfaf9dcee	common_voice_ur_41140385.mp3	0c77a4f3c043a6a44b9b7d5b2c927e57b94074234bf83c44bcb11b1fb4f08683	اج کل سیساست دانوں کے لیے اک سبق ھے		5	0	twenties				ur	
807bfb6a8a2ab629b62bd7c000ea7c25c08bedca829fde2c860e3cec2171362927662065d4ad7a6b13ad0c1976fce8c1c631751768894234b7c697ccfaf9dcee	common_voice_ur_41140953.mp3	05f355038cc04d09e6743f84593bd18f7e5d89cd050afe441171a5fc45e3c22e	ایسے جاہلانہ طرز عمل کا کیا علاج ہے؟		2	1	twenties				ur	
807bfb6a8a2ab629b62bd7c000ea7c25c08bedca829fde2c860e3cec2171362927662065d4ad7a6b13ad0c1976fce8c1c631751768894234b7c697ccfaf9dcee	common_voice_ur_41141161.mp3	0d0d13130b051d5e7072115a5a62118114955d5fe40e2e40e4e0b7955aa7e15a	تم کیوں اتنا ہنس رہے ہو		4	1	twenties				ur	
807bfb6a8a2ab629b62bd7c000ea7c25c08bedca829fde2c860e3cec2171362927662065d4ad7a6b13ad0c1976fce8c1c631751768894234b7c697ccfaf9dcee	common_voice_ur_41141525.mp3	0d3222395539e4146392eb6cc52030771d95c10461204293f79be9bc13834366	قاتل کے لیے تو بہت آسانی ہے		4	0	twenties				ur	
807bfb6a8a2ab629b62bd7c000ea7c25c08bedca829fde2c860e3cec2171362927662065d4ad7a6b13ad0c1976fce8c1c631751768894234b7c697ccfaf9dcee	common_voice_ur_41141610.mp3	0cd0932bfc2e38f9c93a445c5ad4829f49a79f6af58eea92bd7114e06c7972cc	بعض اوقات تو سمجھ ہی نہیں آتی کہ عدالت میں ہوا کیا ہے۔		4	0	twenties				ur	
923d54e7002d7ecf1bd369857795b3620d3e10ff6a2bd6b254be4ef618b0cbd18fc662fee232ed6dd5a808d1e451809284dc7f05a867aaadddae5afcb28bd669	common_voice_ur_41129433.mp3	0a1ed3945adf8815b507d69e6bf41b52d75e9cc1cf68d3034d3506c3a2ac76b1	ساتھ ہی میں ایک بات تمام چینلز میں مشترک تھی۔		2	0	twenties				ur	
923d54e7002d7ecf1bd369857795b3620d3e10ff6a2bd6b254be4ef618b0cbd18fc662fee232ed6dd5a808d1e451809284dc7f05a867aaadddae5afcb28bd669	common_voice_ur_41134174.mp3	c8c0dead8eabd0f0959e69cc767c4dea56e0562b3471ac9f4f05cd841f5cfd86	بیٹھے ہیں ہم تہیّۂِ طوفاں کیے ہوئے		2	0	twenties				ur	
923d54e7002d7ecf1bd369857795b3620d3e10ff6a2bd6b254be4ef618b0cbd18fc662fee232ed6dd5a808d1e451809284dc7f05a867aaadddae5afcb28bd669	common_voice_ur_41134210.mp3	0c761a3e39d095574c841491c2f6b46ca8cbbeabc612435479362af41fd1d2e2	شیشہ پہلے ہی ایجاد ہو چکا تھا		4	0	twenties				ur	
923d54e7002d7ecf1bd369857795b3620d3e10ff6a2bd6b254be4ef618b0cbd18fc662fee232ed6dd5a808d1e451809284dc7f05a867aaadddae5afcb28bd669	common_voice_ur_41148205.mp3	0d721732aaaf788c71047a429345e9088070e21ef90b1496bf4109296088b57f	اپنا رواج اور ماحول تھا۔		5	0	twenties				ur	
923d54e7002d7ecf1bd369857795b3620d3e10ff6a2bd6b254be4ef618b0cbd18fc662fee232ed6dd5a808d1e451809284dc7f05a867aaadddae5afcb28bd669	common_voice_ur_41148211.mp3	0ce6210efcb620f95d0e7d5f6155ccea05ae11a9f226a97bc0f04d979e26531c	تو عوام کو کون لائے گا؟		3	0	twenties				ur	
923d54e7002d7ecf1bd369857795b3620d3e10ff6a2bd6b254be4ef618b0cbd18fc662fee232ed6dd5a808d1e451809284dc7f05a867aaadddae5afcb28bd669	common_voice_ur_41173471.mp3	13871af1e82777492923c984ec32da5ab2ecc4044244e880835529fd37811f2d	نظم و ضبط کے لئے ایک کو امیر چن لیا		5	1	twenties				ur	
990cf5cca72dd95aec70a5d45882973ca70b038050eafb4e4cfd00bb4743186de85a6f896e4970c12a00fc0731e131c1f078fa9f5e38d12635f063213417047b	common_voice_ur_41160396.mp3	13082fc26474584e98a87ffb0385e814fb38fffbb122d82f5dcaf81a8a1adedf	کوئی لمحہ سفید ، تو کوئی کالا ہے		2	0	twenties				ur	
990cf5cca72dd95aec70a5d45882973ca70b038050eafb4e4cfd00bb4743186de85a6f896e4970c12a00fc0731e131c1f078fa9f5e38d12635f063213417047b	common_voice_ur_41160513.mp3	103d5e33fc0e7ff24cd16bfcd528e63704b601509c681e9f62bca88a2def9e26	اور اب بھی اس معاملے پر		2	0	twenties				ur	
990cf5cca72dd95aec70a5d45882973ca70b038050eafb4e4cfd00bb4743186de85a6f896e4970c12a00fc0731e131c1f078fa9f5e38d12635f063213417047b	common_voice_ur_41160527.mp3	10357731e91c5ce176a83a1d1707be0726728f15490811cb16cdadd2b24b5614	محسن مذموم کیسے ہوا؟		6	0	twenties				ur	
990cf5cca72dd95aec70a5d45882973ca70b038050eafb4e4cfd00bb4743186de85a6f896e4970c12a00fc0731e131c1f078fa9f5e38d12635f063213417047b	common_voice_ur_41161323.mp3	0fd6d658a525b5fa97c3a65afdc287a8796e9458f98df099022c6c8fd575a250	پاکستانی اداکاراں کے بولی وڈ سفر پر ایک نظر		5	0	twenties				ur	
990cf5cca72dd95aec70a5d45882973ca70b038050eafb4e4cfd00bb4743186de85a6f896e4970c12a00fc0731e131c1f078fa9f5e38d12635f063213417047b	common_voice_ur_41161735.mp3	125fcc782dcab15af2961cc825682bcb827127725572acfb441692a04e9c88a3	کيسا چل رہا ہے ؟		2	0	twenties				ur	
990cf5cca72dd95aec70a5d45882973ca70b038050eafb4e4cfd00bb4743186de85a6f896e4970c12a00fc0731e131c1f078fa9f5e38d12635f063213417047b	common_voice_ur_41161922.mp3	12026f86df140da7b41bdd2d95b53e25c6def2e72ff76f72bab42c8527f1204c	تو وہ صرف نوازشریف ہیں۔		2	0	twenties				ur	
b17bbe4c048d318a3178436d2eb98777acbbf5ffdff71d7b063e891f3b8a35bca9d7c73917fc04e1f22885208241ad74da75068cb81e198a381b9e67cc2ae8ea	common_voice_ur_41107951.mp3	0a1983dd7b852ab8e7add3723ab07f439861d4c6c3cba8f90eade57d72ff1520	لیکن پھر بھی اسلام آباد پیشی ہوئی توایک شوآف پاور کرڈالا۔		2	0	twenties				ur	
